a(a)	a(a)	a_a(a)N
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	AN
[0]	[0]	["0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	AN
[0, 0, 0]	[0, 0, 0]	["0", "0", "a", "0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "a", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "a", "0", "a", "0", "a", "0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "a", "0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0"]	AN
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	AN
