a(a)	a	aN
[0, -0, -0, -0, 0, 0, -0, 0, 0, -0, 0, 0, -0, -0, -0, -0, 0, 0, 0, 0, -0, 0, 0, -0, 0, -0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, -0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, -0, -0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, 0, 0, 0, 0, -0, -0, -0, -0, 0, -0, -0, -0, 0, -0, 0, -0, 0, -0, -0, -0, 0, 0, -0, -0, 0, 0, -0, -0, 0, -0, -0, -0, -0, -0, 0, 0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, 0, -0, 0, 0, -0, -0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, -0]	-0	a	AN
[0, 0, 0, -0, -0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, -0, 0, 0, -0, -0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, 0, 0, -0, 0, 0, -0, 0, 0, 0, -0]	0	a	AN
[0, 0, -0, 0, 0, -0, -0, -0, -0, 0, -0, -0, -0, 0, -0, -0, -0, -0, 0, -0, -0, 0, -0, -0, -0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, 0, -0, -0, -0, -0, 0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, -0, 0, 0, -0, -0, 0, -0, 0, 0, -0, 0, -0, -0, -0, 0, 0, 0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, -0, 0, 0, -0, 0, 0, -0, -0, -0, -0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, -0, -0, -0, 0, 0, -0, -0, -0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, -0, 0, -0, -0, 0, 0, -0, -0, -0, -0, -0, -0, -0, -0, 0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, 0, -0, -0, -0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, -0, -0, 0, -0]	0	a	AN
[0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, -0, -0, -0, 0]	0	a	AN
[-0, -0, 0, 0, 0, 0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, 0, -0, 0, -0, -0, 0, 0, -0, -0, 0, -0, 0, 0, -0, 0]	0	a	AN
[-0, 0, -0, -0, 0, 0, -0, -0, 0, 0, -0, 0, -0, -0, -0, -0, -0, 0, 0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, -0]	-0	a	AN
[0, -0, 0, -0, -0, -0, -0, 0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, 0, 0]	-0	a	AN
[0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, 0, -0, 0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, -0, -0, -0, -0, 0, 0]	0	a	AN
[0, 0, 0, -0, -0, -0, -0, 0, 0, 0, 0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, 0, 0, -0, -0, -0, 0, 0, 0, -0, -0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, -0, -0, 0, -0, -0, 0, -0, 0, 0, -0, 0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, 0, 0, 0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, -0, 0]	0	a	AN
[-0, 0, 0, -0, -0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, 0, 0, -0, -0, 0, 0, 0]	-0	a	AN
[-0, -0, 0, 0, 0, 0, 0, -0, 0, 0, -0, 0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, 0, -0, 0, -0, -0, -0, -0, 0, -0, 0, 0]	-0	a	AN
[0, -0, 0, 0, 0, -0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, -0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, 0, 0, 0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, -0, -0, 0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, -0, -0, -0, 0, -0, 0, 0, -0, 0, -0, -0, -0, -0, -0, -0, -0, -0, -0, 0, -0, 0, 0, 0, -0, 0, 0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, -0, -0, 0, 0, 0, 0, 0, 0, 0, -0, -0, 0, -0, 0, 0, 0, 0, -0, 0, -0, 0, 0, -0, -0, 0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, -0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, 0, -0, -0, 0, -0, -0, -0, -0, 0]	0	a	AN
[-0, -0, 0, -0, 0, 0, 0]	-0	a	AN
[-0, 0, 0, 0, 0, 0]	0	a	AN
[0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, -0, 0, 0, 0, -0, 0, -0, -0, 0, 0, -0, -0, 0, -0]	-0	a	AN
[-0, -0, -0, -0, 0, 0, -0, -0, 0, -0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, -0, -0, -0, -0, 0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, 0, -0, 0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, -0, 0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, -0, -0, 0, -0, 0, 0, -0, -0, 0, 0, 0, -0, -0, -0, 0, 0, 0, 0, 0, -0, -0, 0, -0, 0, 0, -0, -0, 0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, -0, -0, 0, 0, 0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, 0, -0, -0, 0, 0, -0, 0, 0, -0, 0, -0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, 0, -0, 0, -0, -0, 0, 0, 0, 0, -0, 0, -0, 0, -0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0, 0, -0, -0, -0, -0, -0, -0, 0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, -0, -0, -0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0, -0, -0, -0, 0, 0, 0, 0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, 0, -0, -0, -0, -0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, -0, -0, -0, 0, -0]	-0	a	AN
[0, -0, -0, 0, -0, 0, -0, 0]	0	a	AN
[-0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, -0, -0]	0	a	AN
[0, -0, -0, -0, 0, -0, -0, -0, -0, 0, -0, -0, -0, -0, 0, 0, -0, -0, 0, -0, 0, -0]	-0	a	AN
[0, 0, 0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, 0, 0, -0, -0, -0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, -0, -0, -0, 0, -0, 0, 0, 0, -0, -0, 0, -0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, 0, 0, -0, 0, 0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, 0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, 0, 0, -0, -0, 0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, -0, 0, 0, 0, 0, 0, -0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, -0, 0, 0, -0, -0, 0, -0, -0]	0	a	AN
[-0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, -0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, 0, -0, -0, -0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0, -0, 0, -0, 0, 0, -0, 0, 0, -0, -0, 0, 0, -0, -0, -0, -0, -0, -0, 0, 0, -0, -0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, 0, -0, -0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, 0, 0, 0, -0, 0, -0, 0, 0, -0, -0, 0, 0, 0, 0, -0, 0, -0]	-0	a	AN
[0, 0, -0, -0, -0, -0, -0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, -0, -0, 0, 0, 0, -0, 0, 0, 0]	0	a	AN
[-0, 0, 0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, -0, -0, 0, 0, 0, 0, -0, -0, -0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, -0, -0, 0, 0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, -0, -0, -0, -0, -0, -0, -0, 0, 0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, 0, -0, -0, 0, 0, -0, -0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, 0, -0, 0, -0, -0, -0, -0, 0, 0, 0, 0, 0, -0, -0, 0, -0]	-0	a	AN
[-0, 0, 0]	-0	a	AN
[0, -0, 0, -0, -0, -0, -0, 0]	-0	a	AN
[0, 0]	0	a	AN
[-0, 0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, 0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0]	0	a	AN
[0, 0, -0, -0, 0, -0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, -0, -0, -0, -0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, -0, 0, -0, 0]	0	a	AN
[0, 0, -0, 0, 0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, 0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, 0, 0, 0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, -0, 0]	0	a	AN
[-0, 0, -0, -0, 0]	0	a	AN
[-0, 0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0]	0	a	AN
[0, -0, 0, 0]	-0	a	AN
[0, 0, -0, -0, -0, 0, 0]	0	a	AN
[0, 0]	-0	a	AN
[-0, -0, -0, 0, -0, -0, -0, -0, 0, -0, 0, 0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, 0, -0, -0, 0, -0, -0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, 0, 0, 0, 0, -0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, 0, -0, -0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, 0, 0, 0, -0, -0, 0, 0, -0, 0, 0]	0	a	AN
[-0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, -0]	0	a	AN
[-0, -0, 0, -0, -0, 0, -0, -0, 0, 0, -0, -0, 0, 0, 0, -0, 0, -0]	-0	a	AN
[-0, -0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, 0, 0, 0]	0	a	AN
[0, -0, -0, -0, 0, -0, 0, -0, 0, 0, -0, -0, 0, 0, -0, -0, -0, -0, -0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, -0]	0	a	AN
[-0, 0, 0, -0, 0, -0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, -0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, 0, -0, -0, -0, -0, -0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, -0, 0, -0, -0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, 0, -0, -0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, 0, -0, -0, -0, 0, -0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, -0, 0, -0, 0, 0, -0, -0, 0, -0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, -0, -0, -0, -0, -0, -0, -0, 0, -0, 0, 0, 0, -0, -0, -0, 0, -0, -0, -0, 0, 0, 0, -0, 0, -0, -0, -0, -0, 0, -0, -0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, 0, 0]	-0	a	AN
[0, -0, 0, -0, 0, -0, -0, 0]	0	a	AN
[0, -0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, -0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, -0, 0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, 0, 0, -0, -0, -0, 0, 0, -0, -0, -0, -0, -0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, -0, -0, 0, 0, -0, -0, -0, 0, -0, -0, -0, -0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, -0, 0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, -0, 0, -0, -0, 0, -0, 0, 0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, 0, -0, -0, -0, 0, 0, 0, -0, 0, -0, 0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, -0]	0	a	AN
[-0, -0, -0, -0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, 0, 0, -0, -0, 0, 0, 0, 0, -0, -0, -0, 0, 0, -0, -0, 0, 0, 0, -0, -0, -0, 0, -0, 0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, -0, 0, 0, 0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, -0, -0, 0, 0, 0, 0, -0, 0, -0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, -0, 0, 0, -0, 0, 0, 0, 0, 0, 0, 0, -0, -0, 0, 0, 0, 0, -0, 0, -0, -0, -0, -0, 0, 0, -0, -0, -0, -0, 0, -0, -0, 0, 0, 0, 0, 0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, -0, 0, 0, -0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, -0, 0, -0, 0, 0, -0, -0, -0, -0, -0, 0, -0, -0, -0, -0, -0, 0, -0, 0, -0, 0, 0, 0, -0, -0, 0, -0, 0, 0, -0, 0, 0, 0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, 0, 0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, 0, 0, -0, 0, 0, 0, 0, -0, -0, 0, 0, -0, -0, -0, -0, -0, 0, -0, -0, 0, 0, -0, 0, -0, -0, -0, -0, 0, 0, -0, -0, -0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, 0, -0, -0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, -0, 0, 0, -0, -0, -0, 0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, 0, 0, -0, -0, 0, -0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, -0, 0, 0, 0, -0, 0, 0, -0]	0	a	AN
[0, -0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0]	0	a	AN
[0, 0, -0, 0, -0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, 0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, 0, 0, -0, -0, -0, 0, -0, -0, 0, -0, -0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, 0, 0, -0, -0, -0, -0, -0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, -0, -0, 0, -0, 0, 0, 0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, -0, -0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, 0, 0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, -0, 0, 0, 0, 0, -0]	-0	a	AN
[0, 0, 0, 0, -0, -0, -0]	0	a	AN
[-0, -0, 0, -0, 0, -0, 0, 0, -0, -0, -0, -0, 0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, 0, 0, -0, -0, 0, -0, -0, -0, 0, -0, 0, -0, 0, 0]	-0	a	AN
[-0, 0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, -0, -0, 0, 0, 0, 0, -0, 0, -0, 0, 0, 0, -0, -0, 0, -0, -0, 0]	-0	a	AN
[0, -0, 0, -0, -0]	-0	a	AN
[-0, 0, 0, 0, 0, 0, 0, -0, 0, -0, 0, 0, 0, -0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, 0, 0, 0, 0, -0, -0, -0, 0, -0, -0, -0, -0, 0, 0, 0, 0, 0, 0, 0, -0, 0, -0, -0, -0, 0, 0, -0, -0, 0, 0, 0, -0, 0, 0, -0, 0, 0, -0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, -0, -0, 0, 0, -0, -0, 0, -0]	-0	a	AN
[0, 0, -0, -0, -0, 0, -0, -0, 0, 0, -0, -0, 0, -0, 0, -0, -0, -0, -0, -0, 0, 0]	-0	a	AN
[-0, 0, -0, 0, 0, -0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, 0, -0, -0, 0, -0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, -0, 0, 0]	-0	a	AN
[0, 0, 0, -0, -0]	0	a	AN
[-0, 0, -0, 0, -0, 0, 0]	0	a	AN
[0, 0, 0, 0, -0, 0, 0, -0, -0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, -0]	-0	a	AN
[-0, 0, -0, 0, -0, 0, -0, 0, -0, -0, 0, 0, 0, -0, 0, -0, -0, 0, 0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, 0, 0, 0, 0, -0, 0, 0, 0, -0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, -0, -0, -0, 0, 0, -0, -0]	0	a	AN
[-0, -0, -0, 0, -0, 0, -0, 0, 0, 0, -0, 0, 0]	0	a	AN
[0, -0, 0, -0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, 0, 0, -0, -0, 0, 0, 0, -0, -0, -0, -0, 0, -0, -0, 0, -0, 0, -0, -0, -0, 0, 0, -0, 0, 0, -0, 0, -0, 0, -0, 0, 0]	0	a	AN
[0, 0, -0, -0, 0, -0, -0, 0, 0, -0, 0, 0, -0, -0, 0, 0, -0, 0, -0]	0	a	AN
[-0, 0, -0, 0, 0, -0, -0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, 0, -0, 0, -0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, 0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, -0, -0, 0, -0, 0, -0, -0, -0, -0, 0, 0, -0, 0, -0, -0, -0, 0, -0, -0, 0, -0, 0, 0, 0, -0, 0, 0, 0, -0, -0, -0, -0, -0, 0, -0, 0, 0, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, 0, 0, -0, 0, 0, -0, -0, -0, 0, 0, -0]	0	a	AN
[-0, -0, 0, 0, 0, -0, 0]	-0	a	AN
